 Sphere of radius 5 nm and dipole spacing 1 nm 
	515 = number of dipoles in target
 1.000000 0.000000 0.000000 = A_1 vector
 0.000000 1.000000 0.000000 = A_2 vector
 1.000000 1.000000 1.000000 = (d_x,d_y,d_z)/d
 0.000000 0.000000 0.000000 = (x,y,z)/d
 JA  IX  IY  IZ ICOMP(x,y,z)
	1	-6	-5	0	1	1	1
	2	-9	-4	0	1	1	1
	3	-8	-4	-2	1	1	1
	4	-8	-4	-1	1	1	1
	5	-8	-4	0	1	1	1
	6	-8	-4	1	1	1	1
	7	-8	-4	2	1	1	1
	8	-7	-4	-2	1	1	1
	9	-7	-4	-1	1	1	1
	10	-7	-4	0	1	1	1
	11	-7	-4	1	1	1	1
	12	-7	-4	2	1	1	1
	13	-6	-4	-3	1	1	1
	14	-6	-4	-2	1	1	1
	15	-6	-4	-1	1	1	1
	16	-6	-4	0	1	1	1
	17	-6	-4	1	1	1	1
	18	-6	-4	2	1	1	1
	19	-6	-4	3	1	1	1
	20	-5	-4	-2	1	1	1
	21	-5	-4	-1	1	1	1
	22	-5	-4	0	1	1	1
	23	-5	-4	1	1	1	1
	24	-5	-4	2	1	1	1
	25	-4	-4	-2	1	1	1
	26	-4	-4	-1	1	1	1
	27	-4	-4	0	1	1	1
	28	-4	-4	1	1	1	1
	29	-4	-4	2	1	1	1
	30	-3	-4	0	1	1	1
	31	-10	-3	0	1	1	1
	32	-9	-3	-2	1	1	1
	33	-9	-3	-1	1	1	1
	34	-9	-3	0	1	1	1
	35	-9	-3	1	1	1	1
	36	-9	-3	2	1	1	1
	37	-8	-3	-3	1	1	1
	38	-8	-3	-2	1	1	1
	39	-8	-3	-1	1	1	1
	40	-8	-3	0	1	1	1
	41	-8	-3	1	1	1	1
	42	-8	-3	2	1	1	1
	43	-8	-3	3	1	1	1
	44	-7	-3	-3	1	1	1
	45	-7	-3	-2	1	1	1
	46	-7	-3	-1	1	1	1
	47	-7	-3	0	1	1	1
	48	-7	-3	1	1	1	1
	49	-7	-3	2	1	1	1
	50	-7	-3	3	1	1	1
	51	-6	-3	-4	1	1	1
	52	-6	-3	-3	1	1	1
	53	-6	-3	-2	1	1	1
	54	-6	-3	-1	1	1	1
	55	-6	-3	0	1	1	1
	56	-6	-3	1	1	1	1
	57	-6	-3	2	1	1	1
	58	-6	-3	3	1	1	1
	59	-6	-3	4	1	1	1
	60	-5	-3	-3	1	1	1
	61	-5	-3	-2	1	1	1
	62	-5	-3	-1	1	1	1
	63	-5	-3	0	1	1	1
	64	-5	-3	1	1	1	1
	65	-5	-3	2	1	1	1
	66	-5	-3	3	1	1	1
	67	-4	-3	-3	1	1	1
	68	-4	-3	-2	1	1	1
	69	-4	-3	-1	1	1	1
	70	-4	-3	0	1	1	1
	71	-4	-3	1	1	1	1
	72	-4	-3	2	1	1	1
	73	-4	-3	3	1	1	1
	74	-3	-3	-2	1	1	1
	75	-3	-3	-1	1	1	1
	76	-3	-3	0	1	1	1
	77	-3	-3	1	1	1	1
	78	-3	-3	2	1	1	1
	79	-2	-3	0	1	1	1
	80	-10	-2	-2	1	1	1
	81	-10	-2	-1	1	1	1
	82	-10	-2	0	1	1	1
	83	-10	-2	1	1	1	1
	84	-10	-2	2	1	1	1
	85	-9	-2	-3	1	1	1
	86	-9	-2	-2	1	1	1
	87	-9	-2	-1	1	1	1
	88	-9	-2	0	1	1	1
	89	-9	-2	1	1	1	1
	90	-9	-2	2	1	1	1
	91	-9	-2	3	1	1	1
	92	-8	-2	-4	1	1	1
	93	-8	-2	-3	1	1	1
	94	-8	-2	-2	1	1	1
	95	-8	-2	-1	1	1	1
	96	-8	-2	0	1	1	1
	97	-8	-2	1	1	1	1
	98	-8	-2	2	1	1	1
	99	-8	-2	3	1	1	1
	100	-8	-2	4	1	1	1
	101	-7	-2	-4	1	1	1
	102	-7	-2	-3	1	1	1
	103	-7	-2	-2	1	1	1
	104	-7	-2	-1	1	1	1
	105	-7	-2	0	1	1	1
	106	-7	-2	1	1	1	1
	107	-7	-2	2	1	1	1
	108	-7	-2	3	1	1	1
	109	-7	-2	4	1	1	1
	110	-6	-2	-4	1	1	1
	111	-6	-2	-3	1	1	1
	112	-6	-2	-2	1	1	1
	113	-6	-2	-1	1	1	1
	114	-6	-2	0	1	1	1
	115	-6	-2	1	1	1	1
	116	-6	-2	2	1	1	1
	117	-6	-2	3	1	1	1
	118	-6	-2	4	1	1	1
	119	-5	-2	-4	1	1	1
	120	-5	-2	-3	1	1	1
	121	-5	-2	-2	1	1	1
	122	-5	-2	-1	1	1	1
	123	-5	-2	0	1	1	1
	124	-5	-2	1	1	1	1
	125	-5	-2	2	1	1	1
	126	-5	-2	3	1	1	1
	127	-5	-2	4	1	1	1
	128	-4	-2	-4	1	1	1
	129	-4	-2	-3	1	1	1
	130	-4	-2	-2	1	1	1
	131	-4	-2	-1	1	1	1
	132	-4	-2	0	1	1	1
	133	-4	-2	1	1	1	1
	134	-4	-2	2	1	1	1
	135	-4	-2	3	1	1	1
	136	-4	-2	4	1	1	1
	137	-3	-2	-3	1	1	1
	138	-3	-2	-2	1	1	1
	139	-3	-2	-1	1	1	1
	140	-3	-2	0	1	1	1
	141	-3	-2	1	1	1	1
	142	-3	-2	2	1	1	1
	143	-3	-2	3	1	1	1
	144	-2	-2	-2	1	1	1
	145	-2	-2	-1	1	1	1
	146	-2	-2	0	1	1	1
	147	-2	-2	1	1	1	1
	148	-2	-2	2	1	1	1
	149	-10	-1	-2	1	1	1
	150	-10	-1	-1	1	1	1
	151	-10	-1	0	1	1	1
	152	-10	-1	1	1	1	1
	153	-10	-1	2	1	1	1
	154	-9	-1	-3	1	1	1
	155	-9	-1	-2	1	1	1
	156	-9	-1	-1	1	1	1
	157	-9	-1	0	1	1	1
	158	-9	-1	1	1	1	1
	159	-9	-1	2	1	1	1
	160	-9	-1	3	1	1	1
	161	-8	-1	-4	1	1	1
	162	-8	-1	-3	1	1	1
	163	-8	-1	-2	1	1	1
	164	-8	-1	-1	1	1	1
	165	-8	-1	0	1	1	1
	166	-8	-1	1	1	1	1
	167	-8	-1	2	1	1	1
	168	-8	-1	3	1	1	1
	169	-8	-1	4	1	1	1
	170	-7	-1	-4	1	1	1
	171	-7	-1	-3	1	1	1
	172	-7	-1	-2	1	1	1
	173	-7	-1	-1	1	1	1
	174	-7	-1	0	1	1	1
	175	-7	-1	1	1	1	1
	176	-7	-1	2	1	1	1
	177	-7	-1	3	1	1	1
	178	-7	-1	4	1	1	1
	179	-6	-1	-4	1	1	1
	180	-6	-1	-3	1	1	1
	181	-6	-1	-2	1	1	1
	182	-6	-1	-1	1	1	1
	183	-6	-1	0	1	1	1
	184	-6	-1	1	1	1	1
	185	-6	-1	2	1	1	1
	186	-6	-1	3	1	1	1
	187	-6	-1	4	1	1	1
	188	-5	-1	-4	1	1	1
	189	-5	-1	-3	1	1	1
	190	-5	-1	-2	1	1	1
	191	-5	-1	-1	1	1	1
	192	-5	-1	0	1	1	1
	193	-5	-1	1	1	1	1
	194	-5	-1	2	1	1	1
	195	-5	-1	3	1	1	1
	196	-5	-1	4	1	1	1
	197	-4	-1	-4	1	1	1
	198	-4	-1	-3	1	1	1
	199	-4	-1	-2	1	1	1
	200	-4	-1	-1	1	1	1
	201	-4	-1	0	1	1	1
	202	-4	-1	1	1	1	1
	203	-4	-1	2	1	1	1
	204	-4	-1	3	1	1	1
