 Rod Shape
	35127 = number of dipoles in target
 1.000000 0.000000 0.000000 = A_1 vector
 0.000000 1.000000 0.000000 = A_2 vector
 1.000000 1.000000 1.000000 = (d_x,d_y,d_z)/d
 0.000000 0.000000 0.000000 = (x,y,z)/d
 JA  IX  IY  IZ ICOMP(x,y,z)
	1	-16	-45	-4	1.0	1.0	1.0
	2	-16	-45	-3	1.0	1.0	1.0
	3	-16	-45	-2	1.0	1.0	1.0
	4	-16	-45	-1	1.0	1.0	1.0
	5	-16	-45	0	1.0	1.0	1.0
	6	-16	-45	1	1.0	1.0	1.0
	7	-16	-45	2	1.0	1.0	1.0
	8	-16	-45	3	1.0	1.0	1.0
	9	-16	-45	4	1.0	1.0	1.0
	10	-15	-45	-5	1.0	1.0	1.0
	11	-15	-45	-4	1.0	1.0	1.0
	12	-15	-45	-3	1.0	1.0	1.0
	13	-15	-45	-2	1.0	1.0	1.0
	14	-15	-45	-1	1.0	1.0	1.0
	15	-15	-45	0	1.0	1.0	1.0
	16	-15	-45	1	1.0	1.0	1.0
	17	-15	-45	2	1.0	1.0	1.0
	18	-15	-45	3	1.0	1.0	1.0
	19	-15	-45	4	1.0	1.0	1.0
	20	-15	-45	5	1.0	1.0	1.0
	21	-14	-45	-5	1.0	1.0	1.0
	22	-14	-45	-4	1.0	1.0	1.0
	23	-14	-45	-3	1.0	1.0	1.0
	24	-14	-45	-2	1.0	1.0	1.0
	25	-14	-45	-1	1.0	1.0	1.0
	26	-14	-45	0	1.0	1.0	1.0
	27	-14	-45	1	1.0	1.0	1.0
	28	-14	-45	2	1.0	1.0	1.0
	29	-14	-45	3	1.0	1.0	1.0
	30	-14	-45	4	1.0	1.0	1.0
	31	-14	-45	5	1.0	1.0	1.0
	32	-13	-45	-5	1.0	1.0	1.0
	33	-13	-45	-4	1.0	1.0	1.0
	34	-13	-45	-3	1.0	1.0	1.0
	35	-13	-45	-2	1.0	1.0	1.0
	36	-13	-45	-1	1.0	1.0	1.0
	37	-13	-45	0	1.0	1.0	1.0
	38	-13	-45	1	1.0	1.0	1.0
	39	-13	-45	2	1.0	1.0	1.0
	40	-13	-45	3	1.0	1.0	1.0
	41	-13	-45	4	1.0	1.0	1.0
	42	-13	-45	5	1.0	1.0	1.0
	43	-12	-45	-5	1.0	1.0	1.0
	44	-12	-45	-4	1.0	1.0	1.0
	45	-12	-45	-3	1.0	1.0	1.0
	46	-12	-45	-2	1.0	1.0	1.0
